2025-10-10 22:51:47 | attendance_ai | INFO | Application started
2025-10-21 00:33:57 | data_pipeline | processor | INFO | Starting full preprocessing pipeline...
2025-10-21 00:33:57 | data_pipeline | processor | INFO | Flattening nested attendance logs...
2025-10-21 00:33:58 | data_pipeline | processor | INFO | Flattened 718 total log entries.
2025-10-21 00:33:58 | data_pipeline | processor | INFO | Detecting temporal anomalies...
2025-10-21 00:33:58 | data_pipeline | processor | INFO | Detected 47 temporal anomalies.
2025-10-21 00:33:58 | data_pipeline | processor | INFO | Detecting fake badge patterns...
2025-10-21 00:33:58 | data_pipeline | processor | INFO | Detected 5 potentially fake badges.
2025-10-21 00:33:58 | data_pipeline | processor | INFO | Clustering attendance sessions...
2025-10-21 00:33:59 | data_pipeline | processor | INFO | Generated 662 session records.
2025-10-21 00:33:59 | data_pipeline | processor | INFO | Building user profiles...
2025-10-21 00:33:59 | data_pipeline | processor | INFO | Generated 59 user profiles.
2025-10-21 00:33:59 | data_pipeline | processor | INFO | Assessing device health...
2025-10-21 00:33:59 | data_pipeline | processor | INFO | Device health computed for 2 devices.
2025-10-21 00:33:59 | data_pipeline | processor | INFO | Clean data exported successfully to data/preprocessed/clean_data.csv
2025-10-21 00:33:59 | data_pipeline | processor | INFO | Summary report generated successfully.
2025-10-21 00:33:59 | data_pipeline | processor | INFO | Preprocessing pipeline completed successfully.
2025-10-21 00:33:59 | data_pipeline | processor | INFO | Summary: {'total_records': 718, 'unique_uids': 59, 'unique_sessions': 662, 'devices_analyzed': 2}
2025-10-21 00:33:59 | data_pipeline | agent | INFO | Data preprocessed successfully by Agent and saved to data/preprocessed/clean_data.csv
2025-10-21 00:34:00 | data_pipeline | agent | INFO | Start monitoring data by agent!
2025-10-21 00:34:00 | data_pipeline | observer | INFO | Observer initialized with 718 records
2025-10-21 00:34:00 | data_pipeline | observer | INFO | Running anomaly detection on dataset
2025-10-21 00:34:00 | data_pipeline | observer | INFO | Anomaly detection completed, 48 alerts found
2025-10-21 00:34:00 | data_pipeline | observer | INFO | Saving alerts to data/monitored/alerts.csv as CSV
2025-10-21 00:34:00 | data_pipeline | observer | INFO | Alerts successfully saved to data/monitored/alerts.csv
2025-10-21 00:34:00 | data_pipeline | agent | INFO | Alerts saved successfully to data/monitored/alerts.csv
2025-10-21 00:34:56 | data_pipeline | agent | INFO | Running task: Fetch data, preprocess, grouping also and then monitor anomalies, and save alerts
2025-10-21 00:35:00 | data_pipeline | agent | INFO | Start fetching data by Agent!
2025-10-21 00:35:00 | data_pipeline | agent | INFO | Data fetched successfully by Agent and saved to data/fetched/raw_data.jsonl
2025-10-21 00:35:02 | data_pipeline | agent | INFO | Start Preprocessing data by agent!
2025-10-21 00:35:02 | data_pipeline | processor | INFO | Loaded 55 records from data/fetched/raw_data.jsonl
2025-10-21 00:35:02 | data_pipeline | processor | INFO | Preprocessor initialized with file: data/fetched/raw_data.jsonl
2025-10-21 00:35:02 | data_pipeline | processor | INFO | Starting full preprocessing pipeline...
2025-10-21 00:35:02 | data_pipeline | processor | INFO | Flattening nested attendance logs...
2025-10-21 00:35:03 | data_pipeline | processor | INFO | Flattened 718 total log entries.
2025-10-21 00:35:03 | data_pipeline | processor | INFO | Detecting temporal anomalies...
2025-10-21 00:35:03 | data_pipeline | processor | INFO | Detected 47 temporal anomalies.
2025-10-21 00:35:03 | data_pipeline | processor | INFO | Detecting fake badge patterns...
2025-10-21 00:35:03 | data_pipeline | processor | INFO | Detected 5 potentially fake badges.
2025-10-21 00:35:03 | data_pipeline | processor | INFO | Clustering attendance sessions...
2025-10-21 00:35:04 | data_pipeline | processor | INFO | Generated 662 session records.
2025-10-21 00:35:04 | data_pipeline | processor | INFO | Building user profiles...
2025-10-21 00:35:04 | data_pipeline | processor | INFO | Generated 59 user profiles.
2025-10-21 00:35:04 | data_pipeline | processor | INFO | Assessing device health...
2025-10-21 00:35:04 | data_pipeline | processor | INFO | Device health computed for 2 devices.
2025-10-21 00:35:04 | data_pipeline | processor | INFO | Clean data exported successfully to data/preprocessed/clean_data.csv
2025-10-21 00:35:04 | data_pipeline | processor | INFO | Summary report generated successfully.
2025-10-21 00:35:04 | data_pipeline | processor | INFO | Preprocessing pipeline completed successfully.
2025-10-21 00:35:04 | data_pipeline | processor | INFO | Summary: {'total_records': 718, 'unique_uids': 59, 'unique_sessions': 662, 'devices_analyzed': 2}
2025-10-21 00:35:04 | data_pipeline | agent | INFO | Data preprocessed successfully by Agent and saved to data/preprocessed/clean_data.csv
2025-10-21 00:35:06 | data_pipeline | agent | INFO | Start monitoring data by agent!
2025-10-21 00:35:06 | data_pipeline | observer | INFO | Observer initialized with 718 records
2025-10-21 00:35:06 | data_pipeline | observer | INFO | Running anomaly detection on dataset
2025-10-21 00:35:06 | data_pipeline | observer | INFO | Anomaly detection completed, 48 alerts found
2025-10-21 00:35:06 | data_pipeline | observer | INFO | Saving alerts to data/monitored/alerts.csv as CSV
2025-10-21 00:35:06 | data_pipeline | observer | INFO | Alerts successfully saved to data/monitored/alerts.csv
2025-10-21 00:35:06 | data_pipeline | agent | INFO | Alerts saved successfully to data/monitored/alerts.csv
2025-10-21 00:36:13 | data_pipeline | agent | INFO | Running task: Fetch data, preprocess, classify the students also and then monitor anomalies, and save alerts
2025-10-21 00:36:16 | data_pipeline | agent | INFO | Start fetching data by Agent!
2025-10-21 00:36:17 | data_pipeline | agent | INFO | Data fetched successfully by Agent and saved to data/fetched/raw_data.jsonl
2025-10-21 00:36:18 | data_pipeline | agent | INFO | Start Preprocessing data by agent!
2025-10-21 00:36:18 | data_pipeline | processor | INFO | Loaded 55 records from data/fetched/raw_data.jsonl
2025-10-21 00:36:18 | data_pipeline | processor | INFO | Preprocessor initialized with file: data/fetched/raw_data.jsonl
2025-10-21 00:36:18 | data_pipeline | processor | INFO | Starting full preprocessing pipeline...
2025-10-21 00:36:18 | data_pipeline | processor | INFO | Flattening nested attendance logs...
2025-10-21 00:36:19 | data_pipeline | processor | INFO | Flattened 718 total log entries.
2025-10-21 00:36:19 | data_pipeline | processor | INFO | Detecting temporal anomalies...
2025-10-21 00:36:19 | data_pipeline | processor | INFO | Detected 47 temporal anomalies.
2025-10-21 00:36:19 | data_pipeline | processor | INFO | Detecting fake badge patterns...
2025-10-21 00:36:19 | data_pipeline | processor | INFO | Detected 5 potentially fake badges.
2025-10-21 00:36:19 | data_pipeline | processor | INFO | Clustering attendance sessions...
2025-10-21 00:36:20 | data_pipeline | processor | INFO | Generated 662 session records.
2025-10-21 00:36:20 | data_pipeline | processor | INFO | Building user profiles...
2025-10-21 00:36:20 | data_pipeline | processor | INFO | Generated 59 user profiles.
2025-10-21 00:36:20 | data_pipeline | processor | INFO | Assessing device health...
2025-10-21 00:36:20 | data_pipeline | processor | INFO | Device health computed for 2 devices.
2025-10-21 00:36:20 | data_pipeline | processor | INFO | Clean data exported successfully to data/preprocessed/clean_data.csv
2025-10-21 00:36:20 | data_pipeline | processor | INFO | Summary report generated successfully.
2025-10-21 00:36:20 | data_pipeline | processor | INFO | Preprocessing pipeline completed successfully.
2025-10-21 00:36:20 | data_pipeline | processor | INFO | Summary: {'total_records': 718, 'unique_uids': 59, 'unique_sessions': 662, 'devices_analyzed': 2}
2025-10-21 00:36:20 | data_pipeline | agent | INFO | Data preprocessed successfully by Agent and saved to data/preprocessed/clean_data.csv
2025-10-21 00:36:21 | data_pipeline | agent | INFO | Loaded 55 records for grouping
2025-10-21 00:36:21 | data_pipeline | group_analyzer | INFO | GroupingTool initialized. Allowed lengths: {1, 2, 11}
2025-10-21 00:36:21 | data_pipeline | group_analyzer | INFO | Filtered 19 records from 55
2025-10-21 00:36:21 | data_pipeline | group_analyzer | INFO | Extracted 19 UID sets
2025-10-21 00:36:21 | data_pipeline | group_analyzer | INFO | Counted 12 unique UID groups
2025-10-21 00:36:21 | data_pipeline | group_analyzer | INFO | Assigned group 'Msc/IOT' with count 1
2025-10-21 00:36:21 | data_pipeline | group_analyzer | INFO | Assigned group 'Msc/SC' with count 1
2025-10-21 00:36:21 | data_pipeline | group_analyzer | INFO | Assigned group 'FIS' with count 1
2025-10-21 00:36:21 | data_pipeline | group_analyzer | INFO | Assigned group 'Test' with count 8
2025-10-21 00:36:21 | data_pipeline | group_analyzer | INFO | Groups saved to data/grouped/groups.json
2025-10-21 00:36:21 | data_pipeline | agent | INFO | Grouping completed and saved to data/grouped/groups.json
2025-10-21 00:36:22 | data_pipeline | agent | INFO | Start monitoring data by agent!
2025-10-21 00:36:22 | data_pipeline | observer | INFO | Observer initialized with 718 records
2025-10-21 00:36:22 | data_pipeline | observer | INFO | Running anomaly detection on dataset
2025-10-21 00:36:22 | data_pipeline | observer | INFO | Anomaly detection completed, 48 alerts found
2025-10-21 00:36:22 | data_pipeline | observer | INFO | Saving alerts to data/monitored/alerts.csv as CSV
2025-10-21 00:36:22 | data_pipeline | observer | INFO | Alerts successfully saved to data/monitored/alerts.csv
2025-10-21 00:36:22 | data_pipeline | agent | INFO | Alerts saved successfully to data/monitored/alerts.csv
2025-10-21 00:48:22 | data_pipeline | agent | INFO | Running task: Fetch data, preprocess, classify the students also and then monitor anomalies, and save alerts
2025-10-21 00:48:24 | data_pipeline | agent | INFO | Start fetching data by Agent!
2025-10-21 00:48:25 | data_pipeline | agent | INFO | Data fetched successfully by Agent and saved to data/fetched/raw_data.jsonl
2025-10-21 00:48:26 | data_pipeline | agent | INFO | Start Preprocessing data by agent!
2025-10-21 00:48:26 | data_pipeline | processor | INFO | Loaded 55 records from data/fetched/raw_data.jsonl
2025-10-21 00:48:26 | data_pipeline | processor | INFO | Preprocessor initialized with file: data/fetched/raw_data.jsonl
2025-10-21 00:48:26 | data_pipeline | processor | INFO | Starting full preprocessing pipeline...
2025-10-21 00:48:26 | data_pipeline | processor | INFO | Flattening nested attendance logs...
2025-10-21 00:48:27 | data_pipeline | processor | INFO | Flattened 718 total log entries.
2025-10-21 00:48:27 | data_pipeline | processor | INFO | Detecting temporal anomalies...
2025-10-21 00:48:27 | data_pipeline | processor | INFO | Detected 47 temporal anomalies.
2025-10-21 00:48:27 | data_pipeline | processor | INFO | Detecting fake badge patterns...
2025-10-21 00:48:28 | data_pipeline | processor | INFO | Detected 5 potentially fake badges.
2025-10-21 00:48:28 | data_pipeline | processor | INFO | Clustering attendance sessions...
2025-10-21 00:48:28 | data_pipeline | processor | INFO | Generated 662 session records.
2025-10-21 00:48:28 | data_pipeline | processor | INFO | Building user profiles...
2025-10-21 00:48:28 | data_pipeline | processor | INFO | Generated 59 user profiles.
2025-10-21 00:48:28 | data_pipeline | processor | INFO | Assessing device health...
2025-10-21 00:48:28 | data_pipeline | processor | INFO | Device health computed for 2 devices.
2025-10-21 00:48:28 | data_pipeline | processor | INFO | Clean data exported successfully to data/preprocessed/clean_data.csv
2025-10-21 00:48:28 | data_pipeline | processor | INFO | Summary report generated successfully.
2025-10-21 00:48:28 | data_pipeline | processor | INFO | Preprocessing pipeline completed successfully.
2025-10-21 00:48:28 | data_pipeline | processor | INFO | Summary: {'total_records': 718, 'unique_uids': 59, 'unique_sessions': 662, 'devices_analyzed': 2}
2025-10-21 00:48:28 | data_pipeline | agent | INFO | Data preprocessed successfully by Agent and saved to data/preprocessed/clean_data.csv
2025-10-21 00:48:29 | data_pipeline | agent | INFO | Loaded 55 records for grouping
2025-10-21 00:48:29 | data_pipeline | group_analyzer | INFO | GroupingTool initialized. Allowed lengths: {1, 2, 11}
2025-10-21 00:48:29 | data_pipeline | group_analyzer | INFO | Filtered 19 records from 55
2025-10-21 00:48:29 | data_pipeline | group_analyzer | INFO | Extracted 19 UID sets
2025-10-21 00:48:29 | data_pipeline | group_analyzer | INFO | Counted 12 unique UID groups
2025-10-21 00:48:29 | data_pipeline | group_analyzer | INFO | Assigned group 'Msc/IOT' with count 1
2025-10-21 00:48:29 | data_pipeline | group_analyzer | INFO | Assigned group 'Msc/SC' with count 1
2025-10-21 00:48:29 | data_pipeline | group_analyzer | INFO | Assigned group 'FIS' with count 1
2025-10-21 00:48:29 | data_pipeline | group_analyzer | INFO | Assigned group 'Test' with count 8
2025-10-21 00:48:29 | data_pipeline | group_analyzer | INFO | Groups saved to data/grouped/groups.json
2025-10-21 00:48:29 | data_pipeline | agent | INFO | Grouping completed and saved to data/grouped/groups.json
2025-10-21 00:48:30 | data_pipeline | agent | INFO | Start monitoring data by agent!
2025-10-21 00:48:30 | data_pipeline | observer | INFO | Observer initialized with 718 records
2025-10-21 00:48:30 | data_pipeline | observer | INFO | Running anomaly detection on dataset
2025-10-21 00:48:30 | data_pipeline | observer | INFO | Anomaly detection completed, 48 alerts found
2025-10-21 00:48:30 | data_pipeline | observer | INFO | Saving alerts to data/monitored/alerts.csv as CSV
2025-10-21 00:48:30 | data_pipeline | observer | INFO | Alerts successfully saved to data/monitored/alerts.csv
2025-10-21 00:48:30 | data_pipeline | agent | INFO | Alerts saved successfully to data/monitored/alerts.csv
2025-10-21 01:08:00 | data_pipeline | agent | INFO | Running task: Fetch data, preprocess, classify the students also and then monitor anomalies, and save alerts
2025-10-21 01:08:02 | data_pipeline | tools | INFO | Start fetching data by Agent!
2025-10-21 01:08:03 | data_pipeline | tools | INFO | Data fetched successfully and saved to data/fetched/raw_data.jsonl
2025-10-21 01:08:04 | data_pipeline | tools | INFO | Start preprocessing data by Agent!
2025-10-21 01:08:05 | data_pipeline | processor | INFO | Loaded 55 records from data/fetched/raw_data.jsonl
2025-10-21 01:08:05 | data_pipeline | processor | INFO | Preprocessor initialized with file: data/fetched/raw_data.jsonl
2025-10-21 01:08:05 | data_pipeline | processor | INFO | Starting full preprocessing pipeline...
2025-10-21 01:08:05 | data_pipeline | processor | INFO | Flattening nested attendance logs...
2025-10-21 01:08:06 | data_pipeline | processor | INFO | Flattened 718 total log entries.
2025-10-21 01:08:06 | data_pipeline | processor | INFO | Detecting temporal anomalies...
2025-10-21 01:08:06 | data_pipeline | processor | INFO | Detected 47 temporal anomalies.
2025-10-21 01:08:06 | data_pipeline | processor | INFO | Detecting fake badge patterns...
2025-10-21 01:08:06 | data_pipeline | processor | INFO | Detected 5 potentially fake badges.
2025-10-21 01:08:06 | data_pipeline | processor | INFO | Clustering attendance sessions...
2025-10-21 01:08:06 | data_pipeline | processor | INFO | Generated 662 session records.
2025-10-21 01:08:06 | data_pipeline | processor | INFO | Building user profiles...
2025-10-21 01:08:06 | data_pipeline | processor | INFO | Generated 59 user profiles.
2025-10-21 01:08:06 | data_pipeline | processor | INFO | Assessing device health...
2025-10-21 01:08:06 | data_pipeline | processor | INFO | Device health computed for 2 devices.
2025-10-21 01:08:06 | data_pipeline | processor | INFO | Clean data exported successfully to data/preprocessed/clean_data.csv
2025-10-21 01:08:06 | data_pipeline | processor | INFO | Summary report generated successfully.
2025-10-21 01:08:06 | data_pipeline | processor | INFO | Preprocessing pipeline completed successfully.
2025-10-21 01:08:06 | data_pipeline | processor | INFO | Summary: {'total_records': 718, 'unique_uids': 59, 'unique_sessions': 662, 'devices_analyzed': 2}
2025-10-21 01:08:06 | data_pipeline | tools | INFO | Data preprocessed successfully and saved to data/preprocessed/clean_data.csv
2025-10-21 01:08:07 | data_pipeline | tools | ERROR | Group tool error
Traceback (most recent call last):
  File "C:\Users\a\Desktop\Agentic_tracking_system\data_pipeline\src\data_pipeline\agent\tools.py", line 84, in group_tool
    data = load_json(data_path)
           ^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\a\Desktop\Agentic_tracking_system\utils\src\utils\file_helpers.py", line 76, in load_json
    data = json.load(f)
           ^^^^^^^^^^^^
  File "c:\Python312\Lib\json\__init__.py", line 293, in load
    return loads(fp.read(),
           ^^^^^^^^^^^^^^^^
  File "c:\Python312\Lib\json\__init__.py", line 346, in loads
    return _default_decoder.decode(s)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "c:\Python312\Lib\json\decoder.py", line 340, in decode
    raise JSONDecodeError("Extra data", s, end)
json.decoder.JSONDecodeError: Extra data: line 2 column 1 (char 187)
2025-10-21 01:08:11 | data_pipeline | tools | INFO | Start monitoring data by Agent!
2025-10-21 01:08:11 | data_pipeline | observer | INFO | Observer initialized with 718 records
2025-10-21 01:08:11 | data_pipeline | observer | INFO | Running anomaly detection on dataset
2025-10-21 01:08:11 | data_pipeline | observer | INFO | Anomaly detection completed, 48 alerts found
2025-10-21 01:08:11 | data_pipeline | observer | INFO | Saving alerts to data/monitored/alerts.csv as CSV
2025-10-21 01:08:11 | data_pipeline | observer | INFO | Alerts successfully saved to data/monitored/alerts.csv
2025-10-21 01:08:11 | data_pipeline | tools | INFO | Alerts saved successfully to data/monitored/alerts.csv
2025-10-21 01:09:09 | data_pipeline | agent | INFO | Running task: Fetch data, preprocess, classify the students also and then monitor anomalies, and save alerts
2025-10-21 01:09:12 | data_pipeline | tools | INFO | Start fetching data by Agent!
2025-10-21 01:09:13 | data_pipeline | tools | INFO | Data fetched successfully and saved to data/fetched/raw_data.jsonl
2025-10-21 01:09:14 | data_pipeline | tools | INFO | Start preprocessing data by Agent!
2025-10-21 01:09:14 | data_pipeline | processor | INFO | Loaded 55 records from data/fetched/raw_data.jsonl
2025-10-21 01:09:14 | data_pipeline | processor | INFO | Preprocessor initialized with file: data/fetched/raw_data.jsonl
2025-10-21 01:09:14 | data_pipeline | processor | INFO | Starting full preprocessing pipeline...
2025-10-21 01:09:14 | data_pipeline | processor | INFO | Flattening nested attendance logs...
2025-10-21 01:09:15 | data_pipeline | processor | INFO | Flattened 718 total log entries.
2025-10-21 01:09:15 | data_pipeline | processor | INFO | Detecting temporal anomalies...
2025-10-21 01:09:15 | data_pipeline | processor | INFO | Detected 47 temporal anomalies.
2025-10-21 01:09:15 | data_pipeline | processor | INFO | Detecting fake badge patterns...
2025-10-21 01:09:15 | data_pipeline | processor | INFO | Detected 5 potentially fake badges.
2025-10-21 01:09:15 | data_pipeline | processor | INFO | Clustering attendance sessions...
2025-10-21 01:09:16 | data_pipeline | processor | INFO | Generated 662 session records.
2025-10-21 01:09:16 | data_pipeline | processor | INFO | Building user profiles...
2025-10-21 01:09:16 | data_pipeline | processor | INFO | Generated 59 user profiles.
2025-10-21 01:09:16 | data_pipeline | processor | INFO | Assessing device health...
2025-10-21 01:09:16 | data_pipeline | processor | INFO | Device health computed for 2 devices.
2025-10-21 01:09:16 | data_pipeline | processor | INFO | Clean data exported successfully to data/preprocessed/clean_data.csv
2025-10-21 01:09:16 | data_pipeline | processor | INFO | Summary report generated successfully.
2025-10-21 01:09:16 | data_pipeline | processor | INFO | Preprocessing pipeline completed successfully.
2025-10-21 01:09:16 | data_pipeline | processor | INFO | Summary: {'total_records': 718, 'unique_uids': 59, 'unique_sessions': 662, 'devices_analyzed': 2}
2025-10-21 01:09:16 | data_pipeline | tools | INFO | Data preprocessed successfully and saved to data/preprocessed/clean_data.csv
2025-10-21 01:09:17 | data_pipeline | tools | ERROR | Group tool error
Traceback (most recent call last):
  File "C:\Users\a\Desktop\Agentic_tracking_system\data_pipeline\src\data_pipeline\agent\tools.py", line 84, in group_tool
    data = load_json(data_path)
           ^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\a\Desktop\Agentic_tracking_system\utils\src\utils\file_helpers.py", line 76, in load_json
    data = json.load(f)
           ^^^^^^^^^^^^
  File "c:\Python312\Lib\json\__init__.py", line 293, in load
    return loads(fp.read(),
           ^^^^^^^^^^^^^^^^
  File "c:\Python312\Lib\json\__init__.py", line 346, in loads
    return _default_decoder.decode(s)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "c:\Python312\Lib\json\decoder.py", line 340, in decode
    raise JSONDecodeError("Extra data", s, end)
json.decoder.JSONDecodeError: Extra data: line 2 column 1 (char 187)
2025-10-21 01:09:23 | data_pipeline | tools | INFO | Start monitoring data by Agent!
2025-10-21 01:09:23 | data_pipeline | observer | INFO | Observer initialized with 718 records
2025-10-21 01:09:23 | data_pipeline | observer | INFO | Running anomaly detection on dataset
2025-10-21 01:09:23 | data_pipeline | observer | INFO | Anomaly detection completed, 48 alerts found
2025-10-21 01:09:23 | data_pipeline | observer | INFO | Saving alerts to data/monitored/alerts.csv as CSV
2025-10-21 01:09:23 | data_pipeline | observer | INFO | Alerts successfully saved to data/monitored/alerts.csv
2025-10-21 01:09:23 | data_pipeline | tools | INFO | Alerts saved successfully to data/monitored/alerts.csv
2025-10-21 01:10:06 | data_pipeline | agent | INFO | Running task: Fetch data, preprocess, classify the students also and then monitor anomalies, and save alerts
2025-10-21 01:10:10 | data_pipeline | tools | INFO | Start fetching data by Agent!
2025-10-21 01:10:11 | data_pipeline | tools | INFO | Data fetched successfully and saved to data/fetched/raw_data.jsonl
2025-10-21 01:10:13 | data_pipeline | tools | INFO | Start preprocessing data by Agent!
2025-10-21 01:10:13 | data_pipeline | processor | INFO | Loaded 55 records from data/fetched/raw_data.jsonl
2025-10-21 01:10:13 | data_pipeline | processor | INFO | Preprocessor initialized with file: data/fetched/raw_data.jsonl
2025-10-21 01:10:13 | data_pipeline | processor | INFO | Starting full preprocessing pipeline...
2025-10-21 01:10:13 | data_pipeline | processor | INFO | Flattening nested attendance logs...
2025-10-21 01:10:14 | data_pipeline | processor | INFO | Flattened 718 total log entries.
2025-10-21 01:10:14 | data_pipeline | processor | INFO | Detecting temporal anomalies...
2025-10-21 01:10:14 | data_pipeline | processor | INFO | Detected 47 temporal anomalies.
2025-10-21 01:10:14 | data_pipeline | processor | INFO | Detecting fake badge patterns...
2025-10-21 01:10:14 | data_pipeline | processor | INFO | Detected 5 potentially fake badges.
2025-10-21 01:10:14 | data_pipeline | processor | INFO | Clustering attendance sessions...
2025-10-21 01:10:14 | data_pipeline | processor | INFO | Generated 662 session records.
2025-10-21 01:10:14 | data_pipeline | processor | INFO | Building user profiles...
2025-10-21 01:10:14 | data_pipeline | processor | INFO | Generated 59 user profiles.
2025-10-21 01:10:14 | data_pipeline | processor | INFO | Assessing device health...
2025-10-21 01:10:14 | data_pipeline | processor | INFO | Device health computed for 2 devices.
2025-10-21 01:10:14 | data_pipeline | processor | INFO | Clean data exported successfully to data/preprocessed/clean_data.csv
2025-10-21 01:10:14 | data_pipeline | processor | INFO | Summary report generated successfully.
2025-10-21 01:10:14 | data_pipeline | processor | INFO | Preprocessing pipeline completed successfully.
2025-10-21 01:10:14 | data_pipeline | processor | INFO | Summary: {'total_records': 718, 'unique_uids': 59, 'unique_sessions': 662, 'devices_analyzed': 2}
2025-10-21 01:10:14 | data_pipeline | tools | INFO | Data preprocessed successfully and saved to data/preprocessed/clean_data.csv
2025-10-21 01:10:16 | data_pipeline | tools | ERROR | Group tool error
Traceback (most recent call last):
  File "C:\Users\a\Desktop\Agentic_tracking_system\data_pipeline\src\data_pipeline\agent\tools.py", line 84, in group_tool
    data = load_json(data_path)
           ^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\a\Desktop\Agentic_tracking_system\utils\src\utils\file_helpers.py", line 76, in load_json
    data = json.load(f)
           ^^^^^^^^^^^^
  File "c:\Python312\Lib\json\__init__.py", line 293, in load
    return loads(fp.read(),
           ^^^^^^^^^^^^^^^^
  File "c:\Python312\Lib\json\__init__.py", line 346, in loads
    return _default_decoder.decode(s)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "c:\Python312\Lib\json\decoder.py", line 340, in decode
    raise JSONDecodeError("Extra data", s, end)
json.decoder.JSONDecodeError: Extra data: line 2 column 1 (char 187)
2025-10-21 01:10:25 | data_pipeline | tools | INFO | Start monitoring data by Agent!
2025-10-21 01:10:25 | data_pipeline | observer | INFO | Observer initialized with 718 records
2025-10-21 01:10:25 | data_pipeline | observer | INFO | Running anomaly detection on dataset
2025-10-21 01:10:25 | data_pipeline | observer | INFO | Anomaly detection completed, 48 alerts found
2025-10-21 01:10:25 | data_pipeline | observer | INFO | Saving alerts to data/monitored/alerts.csv as CSV
2025-10-21 01:10:25 | data_pipeline | observer | INFO | Alerts successfully saved to data/monitored/alerts.csv
2025-10-21 01:10:25 | data_pipeline | tools | INFO | Alerts saved successfully to data/monitored/alerts.csv
2025-10-21 01:11:12 | data_pipeline | agent | INFO | Running task: Fetch data, preprocess, classify the students also and then monitor anomalies, and save alerts
2025-10-21 01:11:15 | data_pipeline | tools | INFO | Start fetching data by Agent!
2025-10-21 01:11:16 | data_pipeline | tools | INFO | Data fetched successfully and saved to data/fetched/raw_data.jsonl
2025-10-21 01:11:17 | data_pipeline | tools | INFO | Start preprocessing data by Agent!
2025-10-21 01:11:17 | data_pipeline | processor | INFO | Loaded 55 records from data/fetched/raw_data.jsonl
2025-10-21 01:11:17 | data_pipeline | processor | INFO | Preprocessor initialized with file: data/fetched/raw_data.jsonl
2025-10-21 01:11:17 | data_pipeline | processor | INFO | Starting full preprocessing pipeline...
2025-10-21 01:11:17 | data_pipeline | processor | INFO | Flattening nested attendance logs...
2025-10-21 01:11:18 | data_pipeline | processor | INFO | Flattened 718 total log entries.
2025-10-21 01:11:18 | data_pipeline | processor | INFO | Detecting temporal anomalies...
2025-10-21 01:11:18 | data_pipeline | processor | INFO | Detected 47 temporal anomalies.
2025-10-21 01:11:18 | data_pipeline | processor | INFO | Detecting fake badge patterns...
2025-10-21 01:11:18 | data_pipeline | processor | INFO | Detected 5 potentially fake badges.
2025-10-21 01:11:18 | data_pipeline | processor | INFO | Clustering attendance sessions...
2025-10-21 01:11:18 | data_pipeline | processor | INFO | Generated 662 session records.
2025-10-21 01:11:18 | data_pipeline | processor | INFO | Building user profiles...
2025-10-21 01:11:18 | data_pipeline | processor | INFO | Generated 59 user profiles.
2025-10-21 01:11:18 | data_pipeline | processor | INFO | Assessing device health...
2025-10-21 01:11:19 | data_pipeline | processor | INFO | Device health computed for 2 devices.
2025-10-21 01:11:19 | data_pipeline | processor | INFO | Clean data exported successfully to data/preprocessed/clean_data.csv
2025-10-21 01:11:19 | data_pipeline | processor | INFO | Summary report generated successfully.
2025-10-21 01:11:19 | data_pipeline | processor | INFO | Preprocessing pipeline completed successfully.
2025-10-21 01:11:19 | data_pipeline | processor | INFO | Summary: {'total_records': 718, 'unique_uids': 59, 'unique_sessions': 662, 'devices_analyzed': 2}
2025-10-21 01:11:19 | data_pipeline | tools | INFO | Data preprocessed successfully and saved to data/preprocessed/clean_data.csv
2025-10-21 01:11:20 | data_pipeline | tools | ERROR | Group tool error
Traceback (most recent call last):
  File "C:\Users\a\Desktop\Agentic_tracking_system\data_pipeline\src\data_pipeline\agent\tools.py", line 84, in group_tool
    data = load_json(data_path)
           ^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\a\Desktop\Agentic_tracking_system\utils\src\utils\file_helpers.py", line 76, in load_json
    data = json.load(f)
           ^^^^^^^^^^^^
  File "c:\Python312\Lib\json\__init__.py", line 293, in load
    return loads(fp.read(),
           ^^^^^^^^^^^^^^^^
  File "c:\Python312\Lib\json\__init__.py", line 346, in loads
    return _default_decoder.decode(s)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "c:\Python312\Lib\json\decoder.py", line 340, in decode
    raise JSONDecodeError("Extra data", s, end)
json.decoder.JSONDecodeError: Extra data: line 2 column 1 (char 187)
2025-10-21 01:11:24 | data_pipeline | tools | INFO | Start monitoring data by Agent!
2025-10-21 01:11:24 | data_pipeline | observer | INFO | Observer initialized with 718 records
2025-10-21 01:11:24 | data_pipeline | observer | INFO | Running anomaly detection on dataset
2025-10-21 01:11:25 | data_pipeline | observer | INFO | Anomaly detection completed, 48 alerts found
2025-10-21 01:11:25 | data_pipeline | observer | INFO | Saving alerts to data/monitored/alerts.csv as CSV
2025-10-21 01:11:25 | data_pipeline | observer | INFO | Alerts successfully saved to data/monitored/alerts.csv
